FID;OBJECTID;SHAPE;WC_ID;BEZIRK;STRASSE;ORTSANGABE;AKTIV;AKTIV_TXT;OEFFNUNGSZEIT;EINSCHRAENKUNGEN;PERSONALBETREUUNG;KATEGORIE;AUSSTATTUNG;ICON;ICON_TXT;KONTAKT;ABTEILUNG;INFORMATION;SE_ANNO_CAD_DATA
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d47;104264;POINT (16.36917705679748 48.20914976083009);M48_0001;1;Am Graben;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;Jan.-Apr., Okt.-Nov. Mo-Sa: 10-20 So+Ft.10-17;;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d46;104265;POINT (16.372208293998888 48.208696490691324);WL_002;1;SANIFAIR U-Bahn Station Stephansplatz;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;8:00-20:00 Uhr, Nacht/Barrierefreies - WC 24/7 geöffnet;Damen 7;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d45;104266;POINT (16.402682525861493 48.22521944472944);M48_0012;2;Mexikoplatz;ggü. ONr. 16/Ennsgasse;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d44;104267;POINT (16.401577078600575 48.22134420035496);M48_0020;2;Vorgartenmarkt / Ennsgasse;;-1;JA;00:00-24:00 Uhr;Sonn- und Feiertag geschlossen;Mo-Do: 8-13 Uhr;;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d43;104268;POINT (16.391918169887308 48.25601408717943);M48_0139;21;Floridsdorfer Aupark;Eingang ggü. Frömmelgasse;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Pissoir;keine;M;Herren;+43 (1) 546 48;MA 48;https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d42;104269;POINT (16.38417215729441 48.27008849361622);M48_0143;21;Lorettoplatz / Überfuhrstraße;gegenüber ONr. 59;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d41;104270;POINT (16.407341740160074 48.25305933380923);M48_0142;21;Kinzerplatz / Scheffelstraße;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Pissoir;keine;M;Herren;+43 (1) 546 48;MA 48;https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d40;104271;POINT (16.47933188197791 48.24680502266629);M48_0150;22;Badeteich Hirschstetten;Spargefeldstraße/Bibernellweg;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d3f;104272;POINT (16.37200766159252 48.172723383523426);M48_0057;10;Arthaberplatz / Laxenburger Straße;Bushaltestelle;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 2;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d3e;104273;POINT (16.36326918334209 48.2307618445136);M48_0132;20;Brigittenauer Lände;ggü. Gerhardusgasse;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d3d;104274;POINT (16.396638070235948 48.22633990995435);M48_0017;2;Rudolf-Bednar-Park;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d3c;104275;POINT (16.38439592059581 48.21769931596226);M48_0013;2;Odeongasse;neben 2A/ Tiefgarageneingang;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d3b;104276;POINT (16.400306525824536 48.22064887883158);M48_0011;2;Max-Winter-Platz;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 3;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d3a;104277;POINT (16.251694560285742 48.20202872086203);M48_0086;14;Ferdinand-Wolf-Park;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d39;104278;POINT (16.279562224106925 48.20052735766068);M48_0083;14;Baumgartner Friedhof / Waidhausenstraße;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d38;104279;POINT (16.25875632970454 48.19834362282681);M48_0088;14;Keißlergasse / Brudermanngasse;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d37;104280;POINT (16.341084036581865 48.20743722890877);M48_0045;7;Josef-Strauß-Park;ggü. Enzingergasse;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d36;104281;POINT (16.352378943020003 48.22945182941512);M48_0053;9;Helene-Deutsch-Park;Pulverturmg./Sobieskig.;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - 0,50 €;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d35;104282;POINT (16.355239325222428 48.18788499110965);M48_0032;5;Bacherplatz;ggü. ONr. 10;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d34;104301;POINT (16.44794390756732 48.272009509842746);M48_0698;21;Großfeldsiedlung / Kürschnergasse;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d33;104302;POINT (16.33426445149768 48.218890033155795);M48_0697;17;Pezzlpark / Frederic Morton Park;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d32;104303;POINT (16.40178842843332 48.165559938833134);M48_0748;10;Böhmischer Prater;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d31;104305;POINT (16.310249645388538 48.24139783365006);M48_0116;18;Pötzleinsdorf;Endstelle Linie 41;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 2;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d30;104306;POINT (16.404919532567526 48.20658751891023);M48_0009;2;Jesuitenwiese;Mitte Rotundenallee;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;Apr-Okt: Sa, So, FT, Fenstertag: 14-20 Uhr;Unisex 3;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d2f;104307;POINT (16.275352994536124 48.19731364413603);M48_0084;14;Baumgartner Kasino / Linzerstraße;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d2e;104283;POINT (16.255899715861567 48.20254203533223);M48_0087;14;Hütteldorf;Endstelle Linie 49;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d2d;104285;POINT (16.356514542517072 48.196598659959015);M48_0041;6;Linke Wienzeile;ggü. ONr. 60;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex barrierefrei 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d2c;104286;POINT (16.387057410506298 48.15455636002598);M48_0060;10;Volkspark Laaerberg;Einfahrt Alaudag.Vis aVis Ada Christeng;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d2b;104287;POINT (16.418190132948556 48.24069180574899);M48_0157;22;WIG 64;Donaupark, Eingang D, Parkplatz;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d2a;104288;POINT (16.412042138235112 48.24286513612033);M48_0156;22;WIG 64;Donaupark, Eingang C, Tennisplatz;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Damen 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d29;104289;POINT (16.263187722555866 48.13232851666525);M48_0165;23;Rodaun;Endstelle Linie 60;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 2;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d28;104290;POINT (16.34794051300362 48.19875885765592);M48_0044;7;Andreaspark / Andreasgasse;;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;barrierefrei 1;Euro Key;B;Barrierefrei;+43 (1) 546 48;MA 48;https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d27;104291;POINT (16.401465017440973 48.14713242944513);M48_0065;10;WIG 74;Mitte;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d26;104292;POINT (16.388751758444005 48.21381846327616);M48_0016;2;Robertstiege / Robertgasse;Stiegenanlage unten am Donaukanal;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;Unisex 3;keine;U;Damen und Herren;+43 (1) 546 48;MA 48;https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d25;104293;POINT (16.33368288716691 48.234282632362216);M48_0119;18;Türkenschanzpark;Kinderspielplatz-Hasenauerstr.54;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d24;104294;POINT (16.421727561884424 48.23156259111676);M48_0152;22;Kaiserwasser;hinter Sportplatz;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d23;104295;POINT (16.27103961932503 48.19034859054967);M48_0079;13;Streckerplatz / Rohrbacherstraße;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Pissoir;keine;M;Herren;+43 (1) 546 48;MA 48;https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d22;104296;POINT (16.37687854086291 48.176927742899345);M48_0059;10;Viktor-Adler-Markt;Erlachg./Favoritenstr.;-1;JA;00:00-24:00 Uhr;Sonn- und Feiertag geschlossen;Mo-Sa: 6-20 Uhr;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d21;104297;POINT (16.41907673841013 48.23916110746568);M48_0159;22;WIG 64 Sparefroh;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 3;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d20;104298;POINT (16.405151732122278 48.23833921445897);M48_0158;22;WIG 64;Kinderspielplatz;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d1f;104299;POINT (16.355520360574825 48.18112007210242);M48_0361;5;Leopold-Rister-Gasse / Hochhauspark;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d1e;104300;POINT (16.39258955609415 48.19829437561423);M48_0369;3;Arenbergpark;ggü. Dannebergplatz 10;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d1d;104308;POINT (16.267736736242007 48.205699375744175);M48_0085;14;Dehnepark / Dehnegasse;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d1c;104309;POINT (16.25689994120674 48.166444805815296);M48_0076;13;Hermesstraße / Lainzertor;Parkplatz;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;Apr-Okt: Sa, So, FT, Fenstertag: 11-17 Uhr;Unisex 3;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d1b;104311;POINT (16.394600531322983 48.253069396268415);M48_0146;21;Wasserpark / An der Oberen Alten Donau;ggü. ONr. 1;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d1a;104312;POINT (16.274771583469583 48.1807801339095);M48_0078;13;Roter Berg / Heinz-Nittel-Weg;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d19;104313;POINT (16.336457059951194 48.27535693126605);M48_0123;19;Kahlenberg;ggü.Kirche;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;Mär-Okt: Mo-So: 11-17 Uhr;Unisex 2;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d18;104314;POINT (16.401655480964934 48.151334482509654);M48_0062;10;WIG 74;Eingang Nord;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d17;104315;POINT (16.293474502257567 48.13778296480963);M48_0432;23;Mistplatz Liesing;Seybelgasse 7;-1;JA;Mo-Sa 7:00-18:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;barrierefrei 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d16;104316;POINT (16.376882972521415 48.211644083403385);WL_001;1;SANIFAIR U-Bahn Station Schwedenplatz;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;10:00-22:00 Uhr, Nacht/Barrierefreies - WC 24/7 geöffnet;Damen 4;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d15;104317;POINT (16.34048685345195 48.19612830226451);WL_006;15;SANIFAIR U-Bahn Station Westbahnhof;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;10:00-18:00 Uhr, Nacht/Barrierefreies - WC 24/7 geöffnet;Damen 6;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d14;104318;POINT (16.360034345593217 48.20655211211088);WL_005;7;SANIFAIR U-Bahn Station Volkstheater;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;10:00-18:00 Uhr, Nacht/Barrierefreies - WC 24/7 geöffnet;Damen 3;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d13;104319;POINT (16.30389292526355 48.160928551644375);M48_0469;12;Mistplatz Hetzendorf;Wundtgasse / Jägerhaussstraße;-1;JA;Mo-Sa 7:00-18:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;Defibrilator, Feuerlöscher, Erste Hilfe Kasten;U;Damen und Herren;+43 (1) 546 48;MA 48;https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d12;104320;POINT (16.2284309001943 48.205606987216626);M48_0503;14;Mistplatz Auhof;Wientalstraße 51;-1;JA;Mo-Sa 7:00-18:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;barrierefrei 2;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d11;104321;POINT (16.41185339889085 48.25010672963499);M48_0789;21;Mistplatz Donaufeld;Fultonstraße 10;-1;JA;Mo-Sa 7:00-18:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;Defibrilator, Feuerlöscher, Erste Hilfe Kasten;U;Damen und Herren;+43 (1) 546 48;MA 48;https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d10;104322;POINT (16.43029862819623 48.29356453863328);M48_0271;21;Mistplatz Stammersdorf;Nikolsburgergasse 12;-1;JA;Mo-Sa 7:00-18:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;barrierefrei 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d0f;104324;POINT (16.39070263974306 48.202955785607784);M48_0026;3;Rochusmarkt;;-1;JA;00:00-24:00 Uhr;Sonn- und Feiertag geschlossen;Mo-Fr: 6-18.30;;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d0e;104325;POINT (16.43548893277558 48.2306280306855);M48_0153;22;Rehlacke / Lagerwiesenweg;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d0d;104326;POINT (16.40325855261307 48.24793678578972);M48_0138;21;Dragonerhäufel;Birnersteig;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d0c;104327;POINT (16.38652425457917 48.18659905640748);M48_0696;3;Schweizergarten;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d0b;104328;POINT (16.347804086043222 48.187281603908644);M48_0031;5;Am Hundsturm;ggü. ONr. 10;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Pissoir;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d0a;104329;POINT (16.398702142303307 48.15066462458167);M48_0064;10;WIG 74;Gschroppenhaus;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;barrierefrei 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d09;104330;POINT (16.36140660318528 48.18998530739316);M48_0036;5;Mittersteig;ONr. 24-28, Parkanlage;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;barrierefrei 1;Euro Key;B;Barrierefrei;+43 (1) 546 48;MA 48;https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d08;104331;POINT (16.282319792825973 48.168424945195106);M48_0080;13;Wolkersbergenstraße / Jakob-Stainer-Gasse;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d07;104332;POINT (16.349725322303783 48.18076604721569);M48_0034;5;Eichenstraße / Fendigasse;Abgang zur Straßenbahn;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d06;104333;POINT (16.358506087520002 48.22287997869009);M48_0054;9;Liechtensteinpark;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d05;104334;POINT (16.338422066383337 48.17764075093265);M48_0070;12;Aßmayergasse / Karl-Löwe-Gasse;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Pissoir;keine;M;Herren;+43 (1) 546 48;MA 48;https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d04;104335;POINT (16.386622597564905 48.17268446540899);M48_0058;10;Puchsbaumplatz;ggü. ONr. 11;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Pissoir;keine;M;Herren;+43 (1) 546 48;MA 48;https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d03;104336;POINT (16.228422139393036 48.20727515837525);M48_0089;14;Mariabrunn;bei der Kirche;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d02;104337;POINT (16.314748597600452 48.188198157812664);M48_0093;15;Auer-Welsbach-Park / Schloßallee;hinter Tankstelle;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Pissoir;keine;M;Herren;+43 (1) 546 48;MA 48;https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d01;104338;POINT (16.33325074581162 48.21378660005925);M48_0097;16;Huberpark;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d00;104339;POINT (16.33070220466386 48.22314823535289);M48_0105;17;Diepoldplatz;ggü. ONr. 12;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cff;104340;POINT (16.277439943472903 48.24074303516208);M48_0112;17;Schwarzenbergpark;Anfang Schwarzenbergallee;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cfe;104341;POINT (16.32480614661871 48.233921123539275);M48_0113;18;Bischof-Faber-Platz;ggü. ONr. 1;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Pissoir;keine;M;Herren;+43 (1) 546 48;MA 48;https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cfd;104342;POINT (16.313021471353743 48.25082505506503);M48_0121;19;Hackenberg;Lagerwiese bei Schutzhaus;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Herren 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cfc;104343;POINT (16.34123825635793 48.2428179827707);M48_0127;19;Sonnbergplatz;ggü. ONr. 6;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 2;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cfb;104344;POINT (16.36182370564188 48.259691262700024);M48_0129;19;Zahnradbahnstraße;Endstelle Linie D;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Pissoir;keine;M;Herren;+43 (1) 546 48;MA 48;https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cfa;104345;POINT (16.348732626683326 48.19495272741693);M48_0042;6;Loquaiplatz;ggü. Königseggasse;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cf9;104346;POINT (16.380240951061275 48.228198707938176);M48_0015;2;Rabbiner-Schneerson-Platz;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Pissoir;keine;M;Herren;+43 (1) 546 48;MA 48;https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cf8;104348;POINT (16.330097103602387 48.17786221747725);M48_0071;12;Meidlinger Hauptstraße / Pohlgasse;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cf7;104349;POINT (16.246798706885844 48.21079140007438);M48_0091;14;Wolfersberg;Lagerwiese bei Sender;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 2;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cf6;104350;POINT (16.27767530925247 48.21504278600084);M48_0095;16;Heschweg / Johann-Staud-Straße;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cf5;104352;POINT (16.368625840763308 48.23206518647043);M48_0135;20;Hannovermarkt / Hannovergasse;ggü. ONr. 29;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 2;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cf4;104353;POINT (16.408400418868435 48.27672940476118);M48_0141;21;Frauenstiftgasse / Brünner Straße;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cf3;104354;POINT (16.2710413647433 48.19040304026384);M48_0364;13;Streckerplatz / Streckerpark;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cf2;104355;POINT (16.294757537468435 48.21520538902863);M48_0094;16;Gallitzinstraße / Funkengerngasse;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Pissoir;keine;M;Herren;+43 (1) 546 48;MA 48;https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/;
